Timestamp,Disease_Incidence,Disease_Prevalence,Vaccination_Rates,Health_Disparities_Region,Health_Disparities_Demographics,Environmental_Air_Quality,Environmental_Pollution,Location_Latitude,Location_Longitude
2011-05-16 00:16:23.523103,81,189,86.8,North,Middle Income,Unhealthy,Medium,33.734475,-84.301514
2011-05-17 00:16:23.523103,,611,36.42,West,Middle Income,Moderate,Not Available,33.776661,
2011-05-18 00:16:23.523103,3,171,13.54,West,Low Income,Unhealthy,Medium,33.841992,-84.315278
2011-05-19 00:16:23.523103,99,,67.88,North,Low Income,Unhealthy,Low,33.694613,-84.393464
2011-05-20 00:16:23.523103,35,375,99.9,West,High Income,Unhealthy,,33.724076,-84.395619
2011-05-21 00:16:23.523103,3,29,34.36,North,Middle Income,Unhealthy,Medium,33.776468,-84.336269
2011-05-22 00:16:23.523103,57,102,18.34,West,Low Income,Unhealthy,High,33.71344,-84.471419
2011-05-23 00:16:23.523103,81,271,65.97,South,Middle Income,Moderate,Medium,33.79612,
2011-05-24 00:16:23.523103,30,,29.27,East,High Income,Unhealthy,Low,33.754657,-84.341469
2011-05-25 00:16:23.523103,93,,79.94,North,Low Income,Good,High,33.670926,-84.483149
2011-05-26 00:16:23.523103,N/A,824,,East,Middle Income,Good,,,-84.420397
2011-05-27 00:16:23.523103,,164,4.21,South,High Income,Moderate,Low,33.772211,-84.427575
2011-05-28 00:16:23.523103,64,513,44.8,East,,,,33.722446,-84.363369
,11,589,,North,High Income,Good,High,33.826276,-84.316673
2011-05-30 00:16:23.523103,,729,42.4,West,Middle Income,Not Available,Low,33.812035,-84.461375
2011-05-31 00:16:23.523103,100,221,26.76,South,,Unhealthy,Medium,33.730112,-84.371971
2011-06-01 00:16:23.523103,97,671,10.37,Not Available,Not Available,Not Available,High,33.689737,
2011-06-02 00:16:23.523103,55,376,25.57,South,High Income,Not Available,Medium,33.738916,-84.467397
2011-06-03 00:16:23.523103,68,494,5.65,North,Low Income,Moderate,Medium,33.690889,-84.338547
2011-06-04 00:16:23.523103,26,N/A,74.19,East,,,Medium,33.829126,
2011-06-05 00:16:23.523103,49,770,25.52,South,High Income,Good,Medium,33.836631,-84.429375
2011-06-06 00:16:23.523103,23,,98.53,West,Middle Income,Good,High,33.73504,-84.468942
2011-06-07 00:16:23.523103,54,700,25.47,Not Available,High Income,Good,Low,33.7477,-84.339097
2011-06-08 00:16:23.523103,0,494,64.97,South,Not Available,,Medium,33.82256,-84.342887
2011-06-09 00:16:23.523103,72,757,,East,Low Income,Good,High,33.767449,-84.47422
2011-06-10 00:16:23.523103,100,,76.94,North,High Income,Not Available,Low,33.671296,-84.296146
2011-06-11 00:16:23.523103,7,104,47.59,West,Middle Income,Good,High,33.69291,-84.423812
,32,117,21.37,South,Middle Income,Moderate,High,33.720904,-84.38254
2011-06-13 00:16:23.523103,49,712,2.86,East,Middle Income,,,33.691565,-84.310474
2011-06-14 00:16:23.523103,18,209,23.35,North,Low Income,Moderate,Low,33.717332,-84.321792
2011-06-15 00:16:23.523103,,435,36.03,South,Middle Income,Not Available,High,33.694925,-84.472136
2011-06-16 00:16:23.523103,0,943,5.46,South,Middle Income,,Medium,33.723087,-84.480826
2011-06-17 00:16:23.523103,67,534,46.16,South,Middle Income,,Medium,33.835755,
,89,625,81.12,North,Middle Income,Unhealthy,Medium,,
2011-06-19 00:16:23.523103,43,987,61.04,West,Middle Income,Moderate,Medium,33.766409,-84.454659
2011-06-20 00:16:23.523103,43,560,80.64,West,High Income,Unhealthy,High,33.756765,-84.452862
2011-06-21 00:16:23.523103,38,63,73.7,South,,Unhealthy,Low,33.845221,
2011-06-22 00:16:23.523103,,328,52.0,North,High Income,Moderate,High,33.670611,-84.445791
2011-06-23 00:16:23.523103,36,,,East,High Income,Unhealthy,High,33.783451,-84.323196
,20,921,27.4,North,Low Income,Moderate,Medium,33.70583,-84.356751
2011-06-25 00:16:23.523103,56,233,62.49,Not Available,Low Income,Moderate,Medium,33.733478,
2011-06-26 00:16:23.523103,64,683,89.09,East,Middle Income,Good,Medium,33.657814,-84.326757
2011-06-27 00:16:23.523103,31,741,84.79,North,Middle Income,Moderate,Low,33.830145,-84.484969
2011-06-28 00:16:23.523103,76,759,11.46,South,High Income,Unhealthy,Medium,33.751614,-84.366859
2011-06-29 00:16:23.523103,48,975,15.52,West,Middle Income,Good,Medium,33.843277,-84.307203
2011-06-30 00:16:23.523103,73,769,N/A,North,Low Income,Good,Low,33.764796,-84.421122
2011-07-01 00:16:23.523103,24,740,71.36,East,High Income,Moderate,Medium,33.70644,-84.435996
,20,302,66.64,West,High Income,Unhealthy,Low,,-84.3923
2011-07-03 00:16:23.523103,91,289,13.12,East,Low Income,Unhealthy,Not Available,33.68401,-84.474581
,N/A,607,76.07,North,High Income,Moderate,Medium,33.769172,
2011-07-05 00:16:23.523103,75,230,50.16,North,High Income,Good,High,33.824034,-84.384724
2011-07-06 00:16:23.523103,62,,46.68,East,Low Income,Unhealthy,Low,33.67516,-84.4394
2011-07-07 00:16:23.523103,13,,89.82,South,Low Income,Unhealthy,High,33.66036,-84.325165
2011-07-08 00:16:23.523103,68,131,92.88,West,Low Income,Moderate,Low,33.678935,-84.292455
2011-07-09 00:16:23.523103,74,611,54.82,,Low Income,Moderate,High,33.701253,-84.362156
2011-07-10 00:16:23.523103,20,,,West,Middle Income,Moderate,Medium,33.824468,
2011-07-11 00:16:23.523103,,N/A,57.08,West,Not Available,Good,Medium,33.781129,-84.482887
2011-07-12 00:16:23.523103,73,,29.86,North,Low Income,Moderate,Low,33.651191,-84.382243
2011-07-13 00:16:23.523103,69,355,5.89,South,Low Income,Unhealthy,Low,33.7955,-84.463917
2011-07-14 00:16:23.523103,,930,23.85,East,High Income,Good,,33.800092,-84.380218
2011-07-15 00:16:23.523103,78,164,6.99,South,Middle Income,,Medium,33.779907,-84.372785
,84,294,8.32,Not Available,Low Income,Moderate,Medium,33.817025,-84.442967
2011-07-17 00:16:23.523103,33,461,9.99,West,High Income,Moderate,High,33.649879,-84.351548
2011-07-18 00:16:23.523103,48,342,86.73,South,Middle Income,Unhealthy,Low,33.720326,-84.310787
,N/A,,83.43,West,High Income,Unhealthy,Medium,33.661641,
2011-07-20 00:16:23.523103,54,841,,West,High Income,Not Available,Low,33.676139,-84.314369
2011-07-21 00:16:23.523103,31,,86.01,North,Low Income,Good,Low,33.700184,-84.359162
2011-07-22 00:16:23.523103,74,289,73.49,South,Not Available,Moderate,Medium,33.679959,-84.405133
2011-07-23 00:16:23.523103,54,497,3.96,West,Low Income,Unhealthy,High,33.788662,-84.342115
2011-07-24 00:16:23.523103,14,,12.91,North,Low Income,,High,33.702188,-84.474119
2011-07-25 00:16:23.523103,20,546,22.45,Not Available,Low Income,Unhealthy,High,33.732607,-84.36968
2011-07-26 00:16:23.523103,46,253,15.53,South,Low Income,Good,Medium,33.667508,-84.349513
2011-07-27 00:16:23.523103,27,666,64.31,West,Low Income,Moderate,High,33.66196,-84.375479
2011-07-28 00:16:23.523103,9,949,60.67,South,High Income,Unhealthy,Low,33.821161,-84.478551
2011-07-29 00:16:23.523103,58,341,36.6,South,Low Income,Moderate,Medium,,-84.447137
2011-07-30 00:16:23.523103,N/A,306,35.84,South,Middle Income,Good,Low,33.730935,-84.439038
2011-07-31 00:16:23.523103,12,745,31.2,North,High Income,Good,Medium,33.725967,-84.342191
2011-08-01 00:16:23.523103,98,361,,West,Low Income,Moderate,Not Available,33.730049,-84.478847
2011-08-02 00:16:23.523103,,306,77.04,North,Middle Income,Moderate,High,33.801411,-84.334696
2011-08-03 00:16:23.523103,99,832,82.2,,High Income,Moderate,High,,-84.467879
2011-08-04 00:16:23.523103,91,504,,East,High Income,Unhealthy,Low,33.841239,-84.328784
,57,370,91.34,West,Middle Income,Moderate,High,33.741226,-84.465759
2011-08-06 00:16:23.523103,41,780,44.13,South,Middle Income,Moderate,Low,33.67089,-84.454482
2011-08-07 00:16:23.523103,,368,64.62,South,Middle Income,Moderate,High,33.777336,-84.459805
2011-08-08 00:16:23.523103,27,338,28.98,,Middle Income,Unhealthy,High,33.669393,-84.335555
2011-08-09 00:16:23.523103,15,476,55.93,West,Low Income,Good,High,33.787028,-84.448476
2011-08-10 00:16:23.523103,45,637,62.14,South,High Income,Good,Low,33.764424,-84.451732
2011-08-11 00:16:23.523103,80,264,34.03,North,Low Income,,Low,33.750253,-84.296724
,78,569,0.54,North,Low Income,,,33.751213,-84.415196
,18,657,55.16,,Low Income,Moderate,Medium,,-84.374124
2011-08-14 00:16:23.523103,4,,26.39,South,High Income,Good,High,33.695949,-84.478465
2011-08-15 00:16:23.523103,31,613,69.27,North,,,Medium,33.735977,-84.323939
2011-08-16 00:16:23.523103,24,137,78.23,East,High Income,Good,Medium,33.74505,
2011-08-17 00:16:23.523103,,481,74.92,South,High Income,Unhealthy,High,33.732597,-84.398391
2011-08-18 00:16:23.523103,9,540,49.57,West,,Good,Medium,33.693807,-84.329232
,15,859,,West,Low Income,,High,33.672249,-84.481555
2011-08-20 00:16:23.523103,75,656,20.08,West,Low Income,Moderate,Not Available,33.732266,-84.383317
2011-08-21 00:16:23.523103,33,689,34.59,East,Middle Income,Moderate,,33.660152,-84.368483
2011-08-22 00:16:23.523103,16,374,22.74,South,Middle Income,Unhealthy,Medium,33.789906,
2011-08-23 00:16:23.523103,33,174,92.35,East,Middle Income,Unhealthy,High,33.790923,-84.3045
2011-08-24 00:16:23.523103,40,594,33.52,South,High Income,Good,High,33.8247,-84.31881
2011-08-25 00:16:23.523103,71,93,1.73,North,Middle Income,Moderate,High,33.801119,-84.319238
2011-08-26 00:16:23.523103,21,400,50.68,South,High Income,Moderate,Medium,33.778004,-84.377878
2011-08-27 00:16:23.523103,21,722,N/A,Not Available,Low Income,Good,Low,33.774049,-84.450153
,53,685,55.02,West,High Income,Good,Low,33.716232,-84.411445
2011-08-29 00:16:23.523103,93,642,37.6,,High Income,,Low,33.829485,-84.338162
2011-08-30 00:16:23.523103,64,678,,West,High Income,Good,Medium,33.683852,-84.396759
2011-08-31 00:16:23.523103,53,52,62.68,West,High Income,Moderate,Medium,33.801305,-84.382433
2011-09-01 00:16:23.523103,16,313,33.47,South,High Income,Moderate,High,,-84.474334
2011-09-02 00:16:23.523103,70,311,8.36,East,High Income,Good,Low,33.807284,-84.419662
2011-09-03 00:16:23.523103,54,,18.03,South,Middle Income,Moderate,Medium,,-84.455115
2011-09-04 00:16:23.523103,4,646,92.59,West,Low Income,Unhealthy,Medium,33.767284,-84.404382
2011-09-05 00:16:23.523103,7,370,30.13,South,High Income,,,33.701499,-84.428049
2011-09-06 00:16:23.523103,37,116,71.63,East,Low Income,,Low,33.746663,-84.296802
2011-09-07 00:16:23.523103,,861,32.19,East,,Good,Low,33.736874,-84.471008
2011-09-08 00:16:23.523103,32,,36.86,West,Low Income,Moderate,Medium,33.780924,-84.478049
2011-09-09 00:16:23.523103,59,484,1.89,North,,Moderate,High,33.817617,-84.308254
2011-09-10 00:16:23.523103,95,130,91.74,North,Middle Income,Good,Medium,33.844428,-84.389487
2011-09-11 00:16:23.523103,61,,38.9,,Low Income,Moderate,High,33.68825,
2011-09-12 00:16:23.523103,21,805,89.38,Not Available,High Income,Moderate,Low,33.775259,-84.309888
2011-09-13 00:16:23.523103,86,219,60.51,South,High Income,Unhealthy,Medium,33.754502,-84.362362
2011-09-14 00:16:23.523103,N/A,,60.48,,High Income,Good,High,33.795085,-84.409515
2011-09-15 00:16:23.523103,76,146,1.29,West,High Income,Moderate,Medium,33.743593,-84.440681
2011-09-16 00:16:23.523103,,419,66.14,East,,Good,Not Available,33.773107,-84.374287
2011-09-17 00:16:23.523103,95,127,95.33,South,High Income,Moderate,High,,
2011-09-18 00:16:23.523103,31,794,30.03,North,Low Income,Moderate,High,33.685718,-84.325034
2011-09-19 00:16:23.523103,36,806,,East,,Moderate,,33.787733,-84.405932
2011-09-20 00:16:23.523103,23,343,96.24,East,Low Income,Moderate,Low,33.663409,-84.288098
2011-09-21 00:16:23.523103,91,65,N/A,East,Low Income,Unhealthy,High,33.730713,-84.427291
2011-09-22 00:16:23.523103,50,212,,North,Low Income,Good,Medium,,
2011-09-23 00:16:23.523103,,967,N/A,South,High Income,Unhealthy,High,33.65615,-84.362144
2011-09-24 00:16:23.523103,5,531,90.96,South,Middle Income,Unhealthy,,33.673155,-84.431223
2011-09-25 00:16:23.523103,N/A,644,,West,Middle Income,,Medium,33.728418,-84.364301
2011-09-26 00:16:23.523103,,415,79.27,East,Low Income,Unhealthy,,33.75661,
,12,22,10.32,West,Middle Income,Unhealthy,,33.658468,-84.371294
2011-09-28 00:16:23.523103,23,764,28.02,South,Middle Income,Moderate,Medium,33.731321,-84.347403
2011-09-29 00:16:23.523103,62,34,81.49,East,High Income,Moderate,,33.656128,-84.468477
2011-09-30 00:16:23.523103,8,104,57.21,South,High Income,Good,Medium,33.807652,-84.385736
,79,230,98.59,Not Available,,Moderate,Low,33.667567,-84.300263
2011-10-02 00:16:23.523103,98,188,65.29,East,Low Income,Moderate,Low,,-84.471908
2011-10-03 00:16:23.523103,79,718,N/A,South,Low Income,Moderate,High,33.773576,-84.307248
2011-10-04 00:16:23.523103,21,283,81.32,North,,,Medium,33.732831,-84.476914
,75,325,,West,High Income,Good,Medium,33.828235,-84.387422
2011-10-06 00:16:23.523103,,642,58.7,East,High Income,Good,High,33.697056,-84.455997
2011-10-07 00:16:23.523103,7,N/A,70.76,North,Low Income,Unhealthy,High,,-84.387683
2011-10-08 00:16:23.523103,1,694,92.36,West,High Income,Good,Medium,33.687474,-84.452608
2011-10-09 00:16:23.523103,46,580,,South,High Income,Good,Medium,33.831895,-84.366886
2011-10-10 00:16:23.523103,N/A,N/A,36.66,West,Middle Income,Unhealthy,High,33.84372,-84.441287
2011-10-11 00:16:23.523103,91,238,N/A,South,Low Income,,Medium,33.670334,-84.309779
2011-10-12 00:16:23.523103,2,392,97.03,North,Middle Income,Unhealthy,Low,33.825881,-84.384466
2011-10-13 00:16:23.523103,33,N/A,,West,Middle Income,Unhealthy,Low,33.832799,-84.471383
2011-10-14 00:16:23.523103,35,222,,West,,Not Available,Medium,33.738889,-84.370275
2011-10-15 00:16:23.523103,27,N/A,53.39,East,Low Income,Moderate,,33.699421,-84.414563
2011-10-16 00:16:23.523103,N/A,112,7.7,East,Middle Income,Not Available,Low,33.661007,-84.336899
2011-10-17 00:16:23.523103,91,624,,West,Low Income,Unhealthy,High,33.684031,-84.420015
2011-10-18 00:16:23.523103,52,423,N/A,North,Low Income,Unhealthy,High,,-84.342096
2011-10-19 00:16:23.523103,21,472,,South,High Income,Moderate,High,,-84.401985
2011-10-20 00:16:23.523103,33,478,N/A,West,,Moderate,Low,33.664975,-84.373875
2011-10-21 00:16:23.523103,36,223,62.61,West,Low Income,Moderate,,33.700664,-84.409288
2011-10-22 00:16:23.523103,13,599,82.96,,Low Income,,,33.82466,-84.398918
2011-10-23 00:16:23.523103,71,,53.24,West,Middle Income,Moderate,,33.847451,-84.351508
2011-10-24 00:16:23.523103,28,0,79.32,East,Not Available,Not Available,Low,33.753078,-84.473617
2011-10-25 00:16:23.523103,,752,31.43,East,Middle Income,,Medium,,-84.428117
2011-10-26 00:16:23.523103,18,232,62.14,West,,Moderate,,33.827154,-84.398255
2011-10-27 00:16:23.523103,86,136,92.39,North,Middle Income,Unhealthy,,,-84.444715
,14,16,56.32,West,High Income,Unhealthy,Low,33.718866,-84.467537
2011-10-29 00:16:23.523103,,497,92.59,East,Low Income,Unhealthy,,33.707178,-84.416009
2011-10-30 00:16:23.523103,87,286,36.09,East,High Income,Unhealthy,High,33.757133,-84.424041
2011-10-31 00:16:23.523103,100,837,N/A,Not Available,Middle Income,Good,Low,33.819263,
2011-11-01 00:16:23.523103,1,8,22.86,West,High Income,Unhealthy,Medium,33.77423,-84.446038
2011-11-02 00:16:23.523103,8,346,85.06,West,Middle Income,Good,Low,33.834695,-84.42474
2011-11-03 00:16:23.523103,89,751,11.09,East,Middle Income,Moderate,Medium,33.790507,-84.39878
2011-11-04 00:16:23.523103,62,895,69.13,Not Available,High Income,Moderate,High,33.742774,-84.407075
,,916,15.94,North,Not Available,Good,Medium,33.826028,-84.294378
2011-11-06 00:16:23.523103,29,377,95.43,North,High Income,Unhealthy,High,33.802423,-84.400436
2011-11-07 00:16:23.523103,25,366,N/A,North,Low Income,,Low,33.774864,-84.474712
2011-11-08 00:16:23.523103,8,45,34.19,East,Middle Income,Moderate,Low,,-84.362372
2011-11-09 00:16:23.523103,90,948,52.07,West,,Moderate,Low,33.774541,-84.468271
2011-11-10 00:16:23.523103,24,530,6.79,East,Middle Income,Good,Low,33.667507,-84.426233
2011-11-11 00:16:23.523103,75,961,41.45,,Low Income,Unhealthy,Not Available,,-84.39708
2011-11-12 00:16:23.523103,39,N/A,56.32,Not Available,,Moderate,High,33.834494,
2011-11-13 00:16:23.523103,26,289,86.77,South,Middle Income,Unhealthy,Medium,33.821737,-84.417112
2011-11-14 00:16:23.523103,55,893,26.84,West,Low Income,Moderate,Low,33.660522,-84.348582
2011-11-15 00:16:23.523103,14,942,44.26,West,Middle Income,Unhealthy,Low,33.690215,-84.330842
2011-11-16 00:16:23.523103,71,667,40.63,North,Middle Income,Not Available,Low,33.770076,-84.380958
2011-11-17 00:16:23.523103,,309,68.97,South,,Unhealthy,High,33.749216,-84.441817
2011-11-18 00:16:23.523103,7,11,N/A,East,Low Income,Unhealthy,Medium,33.69898,-84.300237
2011-11-19 00:16:23.523103,51,158,N/A,South,Low Income,Unhealthy,Medium,33.805389,-84.345778
2011-11-20 00:16:23.523103,59,140,85.81,North,Low Income,Unhealthy,Medium,33.740292,-84.423105
2011-11-21 00:16:23.523103,5,71,64.83,North,Middle Income,Good,Medium,33.702154,-84.304906
2011-11-22 00:16:23.523103,17,N/A,5.73,West,Middle Income,Not Available,High,33.806053,-84.361074
,,699,19.13,West,Middle Income,Moderate,High,33.702822,-84.480541
2011-11-24 00:16:23.523103,61,635,48.32,North,Low Income,Unhealthy,Low,,-84.474034
2011-11-25 00:16:23.523103,78,800,74.61,North,High Income,Unhealthy,Low,,-84.357862
2011-11-26 00:16:23.523103,55,6,42.77,East,,Not Available,Medium,33.839476,-84.347342
2011-11-27 00:16:23.523103,78,619,41.14,West,,Good,High,33.802397,-84.485772
2011-11-28 00:16:23.523103,47,973,94.92,North,Low Income,Good,,33.666665,
2011-11-29 00:16:23.523103,15,,82.54,West,Low Income,Moderate,High,33.807068,-84.457893
2011-11-30 00:16:23.523103,2,361,31.28,North,Low Income,Moderate,Medium,,-84.420153
2011-12-01 00:16:23.523103,65,778,9.76,West,Low Income,Moderate,Medium,33.684543,-84.433937
2011-12-02 00:16:23.523103,,N/A,62.35,North,Middle Income,Moderate,Low,33.719025,-84.477073
2011-12-03 00:16:23.523103,4,,,West,Middle Income,Good,Low,33.703003,
2011-12-04 00:16:23.523103,,613,4.4,South,Low Income,Unhealthy,Medium,33.80929,-84.305356
2011-12-05 00:16:23.523103,23,833,1.51,East,High Income,Moderate,High,33.698847,-84.397861
2011-12-06 00:16:23.523103,12,695,21.84,West,Middle Income,,Medium,33.719216,-84.375213
2011-12-07 00:16:23.523103,77,360,79.91,North,High Income,Unhealthy,Medium,33.801284,-84.486472
2011-12-08 00:16:23.523103,97,720,,West,,Unhealthy,,33.845741,-84.455374
2011-12-09 00:16:23.523103,20,105,19.28,East,High Income,Unhealthy,High,33.701218,-84.346024
2011-12-10 00:16:23.523103,,248,58.59,East,High Income,Good,Medium,33.665824,-84.384731
2011-12-11 00:16:23.523103,76,720,85.98,West,Not Available,Good,Medium,33.729372,-84.346236
2011-12-12 00:16:23.523103,50,722,,West,Middle Income,Good,Medium,33.758305,-84.464445
,96,928,68.22,Not Available,Not Available,Unhealthy,Medium,33.662727,-84.463721
2011-12-14 00:16:23.523103,71,771,15.66,North,Middle Income,Good,High,33.755851,-84.354657
2011-12-15 00:16:23.523103,85,299,93.36,West,Middle Income,Moderate,High,33.808394,-84.319382
2011-12-16 00:16:23.523103,,920,8.49,,,Good,High,33.798881,-84.395427
2011-12-17 00:16:23.523103,63,495,36.9,East,Middle Income,,High,33.805557,-84.449114
2011-12-18 00:16:23.523103,100,846,46.34,North,Middle Income,,Medium,33.814456,-84.474571
2011-12-19 00:16:23.523103,84,605,91.89,,High Income,Unhealthy,Medium,33.664408,-84.357131
2011-12-20 00:16:23.523103,33,768,,West,Low Income,Good,Low,33.680338,-84.353099
2011-12-21 00:16:23.523103,74,327,,South,High Income,Moderate,Medium,33.733133,-84.351232
2011-12-22 00:16:23.523103,75,,38.92,South,Low Income,Unhealthy,Medium,33.691511,-84.475883
2011-12-23 00:16:23.523103,42,839,21.24,North,Middle Income,Unhealthy,High,,-84.46717
2011-12-24 00:16:23.523103,63,609,42.27,North,Middle Income,Unhealthy,Low,33.662163,
2011-12-25 00:16:23.523103,31,354,,North,Not Available,Moderate,,33.760498,-84.310773
2011-12-26 00:16:23.523103,26,351,18.01,West,Middle Income,Unhealthy,,,-84.432609
2011-12-27 00:16:23.523103,3,900,16.95,East,Low Income,Unhealthy,Medium,33.771709,-84.366776
2011-12-28 00:16:23.523103,86,252,71.62,East,Middle Income,Good,Medium,33.803234,-84.394711
,45,,3.7,East,Middle Income,Moderate,High,33.67596,-84.415455
2011-12-30 00:16:23.523103,15,53,81.8,South,Middle Income,Moderate,Not Available,33.750141,-84.424067
2011-12-31 00:16:23.523103,95,39,35.02,West,Low Income,Unhealthy,High,33.66543,-84.348074
2012-01-01 00:16:23.523103,100,651,76.23,North,,Good,Medium,33.805381,-84.310631
2012-01-02 00:16:23.523103,89,227,89.92,,High Income,Moderate,High,33.697193,
2012-01-03 00:16:23.523103,74,905,87.82,,High Income,Good,Medium,33.778381,-84.3311
2012-01-04 00:16:23.523103,63,513,19.39,East,Middle Income,,Low,33.682144,-84.468557
2012-01-05 00:16:23.523103,N/A,452,73.76,,Middle Income,Moderate,Low,33.815338,-84.399222
2012-01-06 00:16:23.523103,,547,22.7,West,Middle Income,Moderate,High,33.684186,-84.480229
2012-01-07 00:16:23.523103,61,582,52.86,,,Moderate,,33.652349,-84.298642
2012-01-08 00:16:23.523103,92,682,62.01,South,High Income,Not Available,Medium,33.797894,-84.318701
2012-01-09 00:16:23.523103,92,377,24.33,East,,Moderate,Low,33.759192,-84.313924
2012-01-10 00:16:23.523103,80,784,52.32,North,High Income,Unhealthy,Low,33.705355,-84.38566
2012-01-11 00:16:23.523103,39,,4.48,East,,Moderate,Low,33.755205,-84.42786
2012-01-12 00:16:23.523103,47,758,50.94,East,,,Medium,33.713851,-84.437336
2012-01-13 00:16:23.523103,33,83,42.75,South,Middle Income,,High,33.789919,-84.433718
2012-01-14 00:16:23.523103,29,120,62.95,West,Middle Income,Good,Medium,33.658082,-84.444426
2012-01-15 00:16:23.523103,51,760,65.1,South,,Unhealthy,Low,33.736096,-84.353014
,77,292,66.85,South,Middle Income,Good,Medium,33.780673,-84.464358
2012-01-17 00:16:23.523103,99,924,85.21,North,High Income,,Not Available,33.664709,-84.303503
2012-01-18 00:16:23.523103,50,774,83.97,East,Middle Income,Good,Medium,33.780579,-84.351203
2012-01-19 00:16:23.523103,,76,19.73,West,High Income,Good,Low,33.655582,-84.454626
,4,208,70.39,East,,Not Available,High,33.719657,-84.419903
2012-01-21 00:16:23.523103,83,N/A,N/A,East,Low Income,Moderate,High,33.813156,-84.432125
2012-01-22 00:16:23.523103,38,818,,West,High Income,Good,Low,33.67843,-84.36591
2012-01-23 00:16:23.523103,N/A,481,69.42,South,Not Available,Good,Low,33.771609,-84.427587
2012-01-24 00:16:23.523103,100,812,25.54,Not Available,High Income,Not Available,High,33.744985,-84.322347
2012-01-25 00:16:23.523103,90,663,,East,Low Income,Unhealthy,Medium,33.785997,-84.417084
2012-01-26 00:16:23.523103,83,604,40.22,East,Middle Income,Unhealthy,High,33.78034,-84.42921
2012-01-27 00:16:23.523103,,853,45.44,South,High Income,Moderate,,33.81178,-84.293177
2012-01-28 00:16:23.523103,N/A,525,N/A,South,High Income,Good,Medium,33.761856,
2012-01-29 00:16:23.523103,27,21,1.97,North,Middle Income,Moderate,Medium,33.731201,-84.449529
2012-01-30 00:16:23.523103,85,313,5.53,North,Middle Income,,High,33.823579,
2012-01-31 00:16:23.523103,90,941,79.83,West,Low Income,,Low,,-84.397284
2012-02-01 00:16:23.523103,43,428,87.88,North,Middle Income,Unhealthy,Medium,33.653954,-84.371509
2012-02-02 00:16:23.523103,66,505,12.96,West,Low Income,Moderate,Low,33.67986,
2012-02-03 00:16:23.523103,1,442,79.58,South,Middle Income,Moderate,Low,33.816052,-84.449337
2012-02-04 00:16:23.523103,7,717,96.18,,High Income,Moderate,High,33.820464,-84.437051
2012-02-05 00:16:23.523103,83,N/A,,South,High Income,Moderate,Low,33.774064,-84.475517
2012-02-06 00:16:23.523103,11,437,52.81,East,Middle Income,Good,High,,-84.395699
2012-02-07 00:16:23.523103,14,115,64.17,West,Middle Income,Unhealthy,Not Available,33.665119,-84.410103
2012-02-08 00:16:23.523103,44,908,N/A,East,Middle Income,Moderate,Medium,33.817128,-84.408147
2012-02-09 00:16:23.523103,60,441,26.54,,,Good,Medium,33.812706,
2012-02-10 00:16:23.523103,77,,74.16,East,Middle Income,Moderate,,33.780911,-84.441235
2012-02-11 00:16:23.523103,N/A,804,3.25,North,Middle Income,Unhealthy,,33.731108,-84.305754
2012-02-12 00:16:23.523103,6,382,86.4,West,High Income,Unhealthy,High,33.789787,-84.42448
2012-02-13 00:16:23.523103,75,987,2.11,East,Middle Income,Not Available,Medium,33.650658,-84.34534
2012-02-14 00:16:23.523103,40,329,55.54,South,High Income,Not Available,High,33.783613,-84.343693
2012-02-15 00:16:23.523103,,868,6.46,East,High Income,Good,High,33.759402,-84.370281
,63,601,46.76,South,Low Income,Unhealthy,Medium,33.792338,
2012-02-17 00:16:23.523103,13,794,80.62,North,High Income,Unhealthy,Medium,33.797217,-84.378707
2012-02-18 00:16:23.523103,26,252,57.28,East,Middle Income,Good,Medium,33.70672,-84.318362
2012-02-19 00:16:23.523103,89,508,1.2,West,Middle Income,Good,Low,,-84.475361
,87,1000,,Not Available,Middle Income,Good,High,33.782239,-84.342791
2012-02-21 00:16:23.523103,,,63.47,West,Low Income,,Not Available,33.795356,-84.309013
2012-02-22 00:16:23.523103,74,,80.68,East,,Good,Not Available,33.658878,-84.373359
2012-02-23 00:16:23.523103,37,615,83.05,West,Middle Income,Unhealthy,Low,33.68477,-84.44958
2012-02-24 00:16:23.523103,N/A,290,1.76,North,,,High,33.706568,-84.346337
2012-02-25 00:16:23.523103,0,986,18.54,East,High Income,Good,,33.712629,-84.457546
2012-02-26 00:16:23.523103,39,411,84.29,East,,,,33.707565,
,73,623,,South,Low Income,,Medium,33.688644,-84.469741
2012-02-28 00:16:23.523103,61,586,44.41,North,Low Income,Unhealthy,High,33.739346,-84.294683
2012-02-29 00:16:23.523103,11,N/A,,West,High Income,Moderate,Medium,33.690996,-84.309379
2012-03-01 00:16:23.523103,42,972,52.99,North,Middle Income,Unhealthy,High,33.690413,
2012-03-02 00:16:23.523103,20,434,77.75,South,High Income,,,33.70852,-84.290746
2012-03-03 00:16:23.523103,36,133,46.83,West,Middle Income,Good,High,33.658983,-84.306716
2012-03-04 00:16:23.523103,,,14.22,West,High Income,,Medium,,-84.392238
,64,890,89.52,West,High Income,,,33.82808,
,,934,49.72,West,High Income,Good,Medium,33.773047,-84.290359
,72,390,89.04,South,High Income,Moderate,Low,,-84.43858
2012-03-08 00:16:23.523103,58,971,47.88,South,High Income,Good,Medium,33.727104,-84.303591
2012-03-09 00:16:23.523103,34,547,15.26,East,High Income,Good,Low,33.842359,
